"Resource Id","Subscription Id","Subscription Name","Resource Group","Resource Type","Resource Name","Resource Qualifier","Portal Url","Category","Policy Name","Policy Id","Compliance State","Effect","Assignment Name","Reference Id","Assignment Scope","Assignment Id","Group Names"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Azure Defender for open-source relational databases should be enabled","/providers/microsoft.authorization/policydefinitions/0a9fbe0d-c5c4-4da8-87d8-f4fd77338835","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","azuredefenderforopensourcerelationaldatabasesshouldbeenabledmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_dp-2,azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Azure Defender for Resource Manager should be enabled","/providers/microsoft.authorization/policydefinitions/c3d20c29-b36d-48fe-808b-99a87530ad99","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","azuredefenderforresourcemanagershouldbeenabledmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Azure Defender for servers should be enabled","/providers/microsoft.authorization/policydefinitions/4da35fc9-c9e7-4960-aec9-797fe7d9051d","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","virtualmachinesadvancedthreatprotectionmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_es-1,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Azure Defender for SQL servers on machines should be enabled","/providers/microsoft.authorization/policydefinitions/6581d072-105e-4418-827f-bd446d56421b","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","sqlserversvirtualmachinesadvanceddatasecuritymonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_dp-2,azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Blocked accounts with owner permissions on Azure resources should be removed","/providers/microsoft.authorization/policydefinitions/0cfea604-3201-4e14-88fc-fae4c427a6c5","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","identityremovedeprecatedaccountwithownerpermissionsmonitoringnew","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_pa-1,azure_security_benchmark_v3.0_pa-4"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Blocked accounts with read and write permissions on Azure resources should be removed","/providers/microsoft.authorization/policydefinitions/8d7e1fde-fe26-4b5f-8108-f8e432cbc2be","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","identityremovedeprecatedaccountmonitoringnew","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_pa-4"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Email notification for high severity alerts should be enabled","/providers/microsoft.authorization/policydefinitions/6e2593d9-add6-4083-9c9b-4b7d2188c899","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","emailnotificationforhighseverityalertsshouldbeenabledmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_ir-2"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Email notification to subscription owner for high severity alerts should be enabled","/providers/microsoft.authorization/policydefinitions/0b15565f-aa9e-48ba-8619-45960f2c314d","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","emailnotificationtosubscriptionownerforhighseverityalertsshouldbeenabledmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_ir-2"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Guest accounts with owner permissions on Azure resources should be removed","/providers/microsoft.authorization/policydefinitions/339353f6-2387-4a45-abe4-7f529d121046","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","identityremoveexternalaccountwithownerpermissionsmonitoringnew","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_pa-1,azure_security_benchmark_v3.0_pa-4"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Guest accounts with read permissions on Azure resources should be removed","/providers/microsoft.authorization/policydefinitions/e9ac8f8e-ce22-4355-8f04-99b911d6be52","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","identityremoveexternalaccountwithreadpermissionsmonitoringnew","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_pa-4"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Guest accounts with write permissions on Azure resources should be removed","/providers/microsoft.authorization/policydefinitions/94e1c2ac-cbbe-4cac-a2b5-389c812dee87","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","identityremoveexternalaccountwithwritepermissionsmonitoringnew","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_pa-4"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Microsoft Defender CSPM should be enabled","/providers/microsoft.authorization/policydefinitions/1f90fc71-a595-4066-8974-d4d0802e8ef0","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","microsoftdefendercspmshouldbeenabledmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Microsoft Defender for Containers should be enabled","/providers/microsoft.authorization/policydefinitions/1c988dd6-ade4-430f-a608-2a3e5b0a6d38","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","containersadvancedthreatprotectionmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Microsoft Defender for Storage (Classic) should be enabled","/providers/microsoft.authorization/policydefinitions/308fbb08-4ab8-4e67-9b29-592e93fb94fa","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","storageaccountsadvanceddatasecuritymonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_dp-2,azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Microsoft Defender for Storage should be enabled","/providers/microsoft.authorization/policydefinitions/640d2586-54d2-465f-877f-9ffc1d2109f4","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","defenderforstorageshouldbeenabledmonitoring","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_dp-2,azure_security_benchmark_v3.0_lt-1,azure_security_benchmark_v3.0_lt-2,azure_security_benchmark_v3.0_ir-3,azure_security_benchmark_v3.0_ir-5"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","https://portal.azure.com#@96011273-ccc3-44f5-95be-493f4aba3e5a/resource/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","Security Center","Subscriptions should have a contact email address for security issues","/providers/microsoft.authorization/policydefinitions/4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7","NonCompliant","auditifnotexists","ASC Default (subscription: b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd)","subscriptionsshouldhaveacontactemailaddressforsecurityissuesmonitoringeffect","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","azure_security_benchmark_v3.0_ir-2"
